,P1_min,P5_HarmonicAmplitudeRatio,P5_rms,P5_variance,P5_std,P1_median,P1_clearance_factor,P5_min,P1_variance,P1_std,P1_rms,P1_HarmonicAmplitudeRatio,P2_75th_percentile,P2_variance,P2_rms,P2_std,P5_25th_percentile,P2_min,P6_HarmonicAmplitudeRatio,P5_fft_25th_percentile,pred
178,0.3715546333939721,0.5296017135806141,0.5383545609331861,0.7417215985695436,0.7649781402288895,0.4952567393194442,0.8782106008590485,0.0484380901235157,0.8863051912753999,0.8997188566299821,0.6874034525729371,0.5340432068036013,0.7201003173607035,0.8088364180176806,0.7400115346444807,0.8268673142084881,0.2511412722773798,0.8921529950489256,0.6717824541279034,0.2617482520197323,1
179,0.1821683808192941,0.4280100418901029,0.9800640120753884,0.9870834980029904,0.9885479310950402,0.1937011732038911,0.729426665980387,0.0037605425558412,0.9604276162824076,0.9653943726516112,0.9020015671665078,0.5244292944578427,0.7973301847072136,0.6798282690617545,0.6766885069906721,0.7059726308494381,0.1748021271553952,0.0079760387775901,0.5882141778165304,0.0188809470566906,1
181,0.1627864166383934,0.396815733267218,0.9302253765822002,0.928182700679262,0.9359385915211588,0.0478643036643688,0.8681781629553038,0.018447701135753,0.9959387835341212,0.9964627969935052,0.9762231916757856,0.4946095030640706,0.7755031485598849,0.7502424081144492,0.6083187679388686,0.7723854139729647,0.1699088833431012,0.0140863578985097,0.5199235209871054,0.2778224239778237,1
184,1.8615976010182549,0.472093544835761,67.56401411569135,1.022776743974416,1.0201215233223064,49.06984193279878,0.9213467502629448,1.884693292561398,1.2546509253955913,1.215671875277334,164.06521112437895,0.4432779334525315,27.936154794729603,0.7978615104345395,71.29662789893752,0.8167153269833318,15.878232654217593,1.7262435085756394,0.6311573708547253,1.064636084167314,1
186,0.3077372377837712,0.6215102415613669,0.6827740449469957,0.7873171629667273,0.8074303443770812,0.2676448241456342,0.7155201747625135,0.5925790284470179,0.6261027440050531,0.6594884385951039,0.1888862437709804,0.5196686923238089,0.4773014549089538,0.4303739129493786,0.1359044816643688,0.4616767400199562,0.2009504287271752,0.0369043684715762,0.8477972581570972,0.1537619050187748,1
188,-0.172830312766379,0.4712779007150087,0.9419842551135388,0.9702821911708004,0.9736062745520732,0.2287875039033622,0.8486557665367496,0.0557361506853931,0.9345775474400636,0.9426188554448768,0.7846450604670849,0.5329002044551386,0.6791886383028896,0.72281312786427,0.5700353549494821,0.7466392092388952,0.2047354748414314,0.029750317697802,0.6164982715733496,0.3888964427512669,1
190,0.1557547771639077,0.4315330395120704,0.9405288797086656,0.933203006629676,0.9404477154140518,0.1647632786356467,0.8673706703493069,0.0421275135864661,0.9850523769349542,0.986965018335697,0.9477022088517516,0.5055492511167182,0.7706020623656116,0.7486592287720664,0.6195602446084649,0.7709036300306846,0.1745554420362154,0.0136828415360257,0.7011479006690537,0.2702067664784016,1
192,1.606368011113276,0.8761417482685965,68.43793954312221,1.692796683944686,1.5755072151506693,48.425387917523736,1.169796357861204,1.828610395269072,1.6563883849500602,1.534462721272035,164.86058214925845,0.8790397123150578,28.148379488933216,1.4689958933278244,72.18054872718946,1.3987470617532902,15.494644376348994,1.4326265042457385,1.0367787549801113,0.9321969732719532,1
193,0.4363554247268322,0.851832115411657,0.767410866400752,0.8101215815610703,0.8285014179016073,0.0271044717039927,0.8266244212263332,0.007586267548987,0.9876587484493624,0.9892410631456684,0.8611448079830666,0.8363797450743137,0.471870697658602,0.6477505562976853,0.3742109982950126,0.6753650008626573,0.1959894618590851,0.4340624654200936,0.9695899087915604,0.0959719967698222,1
196,0.3390540070002787,0.8004875188475751,0.2579217014971675,0.561733094450372,0.592954480821549,0.300295213491907,0.9212453529910616,0.0032344345856562,0.7684803912508291,0.792893855193344,0.5532300626335314,0.7069564308248214,0.4841010956554896,0.756421052141312,0.6003450754518553,0.7781633992050527,0.2634012664660758,0.0838329990622002,0.8934149727973351,0.1480310763719878,1
197,0.405804610045444,0.2633273169453676,0.6493398514186879,0.793565641585267,0.8132144497767313,0.6933731922313342,0.5848378120151203,0.419349892026734,0.58683207523942,0.6217940757611009,0.253272706616201,0.183778007939437,0.5457993984756229,0.4361389263401358,0.0369735508251665,0.4674936464818895,0.2098203461056051,0.025447597246781,0.234215790377459,0.0988529468807559,1
200,1.8615976010182549,0.472093544835761,67.56401411569135,1.022776743974416,1.0201215233223064,49.06984193279878,0.9213467502629448,1.884693292561398,1.2546509253955913,1.215671875277334,164.06521112437895,0.4432779334525315,27.936154794729603,0.7978615104345395,71.29662789893752,0.8167153269833318,15.878232654217593,1.7262435085756394,0.6311573708547253,1.064636084167314,1
202,0.167159632032277,0.3398557665840592,0.8125653373245427,0.8705232068969926,0.8838070876284125,0.0167409492451042,0.9907329556852468,0.0097202495960221,0.906204705014056,0.9174626767430394,0.7850123331750751,0.4491988285460373,0.7483504669241512,0.8580087501049001,0.8110908375466295,0.8720611885706018,0.157567854397314,0.013005767217877,0.4806774295474592,0.3926535914596645,1
204,0.1050956824973083,0.6644706045343598,0.2884676800849206,0.6089316819479607,0.6387794085176277,0.3831465885067331,0.9081751115813348,0.0465523104311809,0.7783417885178949,0.8019540117988853,0.5024075597240198,0.7840621999258849,0.7507213515504247,0.7967854504817187,0.7878486707416528,0.8157186575697488,0.259505635039563,0.1630691129444949,0.7773973217782517,0.3634548184265627,1
205,0.1650933268437452,0.3317659513643093,0.8761744602192607,0.9081700960057536,0.9179165503040464,-0.0075091091038927,1.0022273981394672,0.0031619243820729,0.9215152755070336,0.9310581869053428,0.8373748170965314,0.4332910548078558,0.7417394958901298,0.8676846471571917,0.7787998792060762,0.8808989458061531,0.1574789899436766,0.0123072139521308,0.4572426885667576,0.2318104530709328,1
207,1.6135431037395789,0.8180072119031563,68.34111817443312,1.610157844550648,1.5104285050015125,48.50728224828943,1.1897097001970294,1.8312520986108431,1.583520957959624,1.478378400063464,164.76929269627152,0.8274283031313155,28.11087612076456,1.542427237529976,72.25024099719195,1.4582590222716747,15.60338950127516,1.4431341599947831,0.9654825444608256,0.8990873139726958,1
209,0.4027061692389659,0.0522880717461906,0.4004835205810764,0.6590567076718792,0.686878228510166,1.015911181688722,0.7283712021279101,0.4263430505272659,0.5557024306670715,0.5916217503948884,0.2299225427565829,0.0725751231645097,0.2031428107665647,0.5255870355077239,0.1606931950343835,0.5566703477100359,0.1952624051812534,0.0246821052462563,0.1740330740271117,0.1471404091671648,1
212,0.1747213396209763,0.3472953151753244,0.8167729288595353,0.8937963691184672,0.9049255806493348,0.0167595491970047,1.0300722596354706,0.0029061418240317,0.9210963319288916,0.9306868209007289,0.8805973697381546,0.4401897097652348,0.7071484590270103,0.8572013143918074,0.7419101239852921,0.8713228807243856,0.1494742222107916,0.0127100598022892,0.4511243526156864,0.1246108900392273,1
214,0.2506133855500063,0.3256542512010524,0.8249124338059914,0.8665528195871282,0.8801937960957109,0.079758748152372,0.8781263799259511,0.0862404434428073,0.8744275925493079,0.8890879580143665,0.6853794958105368,0.4339333038848054,0.7599515684226077,0.8244759110100068,0.6591972808474793,0.8412928201971348,0.1770916426025728,0.013212273009591,0.4218450454949304,0.2283517436241893,1
216,0.4289006606910146,0.8593254561504682,0.6875495980092126,0.7695512052537781,0.7909407338969294,0.1392900592629047,0.9545696518645874,0.007586267548987,0.9257610040246032,0.9348196980489698,0.7272300439801143,0.8411383529291673,0.3516745854634919,0.7263821668101242,0.5198898005761521,0.7499981400544917,0.2040607031407546,0.4263149206644565,1.013020979974408,0.166953153717301,1
218,1.8590720833486412,0.3282680805084683,67.49545023919615,0.969110362888178,0.972562229949212,49.03661073592308,0.8834842544943338,1.8897195295564455,1.239393531771331,1.2030720776494772,164.03649155075487,0.3002595316387166,27.794712690632352,0.8469875338339194,71.34771024903631,0.8619726798541438,15.896766388949274,1.7259595617450467,0.4860777218020953,1.109959835671272,1
219,0.7491738966130435,0.7891164345933321,0.7319260100988174,0.84883090603705,0.864028147230504,0.4618696442191066,0.5950925146699197,0.9333436502790604,0.6990656512814215,0.7284724913141547,0.3529380399514821,0.7875053181174699,0.7109558875999156,0.5760293993346017,0.3962015715579809,0.6060993649828101,0.2392678686087421,0.0401682796783869,0.9767541346659608,0.2855590165244648,1
221,0.3765530905111394,0.5473542346422717,0.462046477536461,0.7177793010482414,0.7425107573340664,0.2226047046092532,0.9641036066968104,0.0380453695015244,0.8366176144074047,0.8550442253807082,0.6241165136725613,0.6991318868046156,0.8291300464246092,0.8966102760564321,0.8501629178948633,0.907212587409718,0.2307256702674429,1.0,0.6271749039950778,0.3392843607054061,1
222,1.6202637920789078,0.5973496875977644,68.20688040743755,1.491209371756396,1.4152005841591486,48.504240899549885,1.193499483816653,2.049830928419357,1.577961256781521,1.474069453065758,164.7095482764782,0.7321591551856618,28.006961780278782,1.4812775416055823,72.16956040604404,1.408751201295226,15.599158908963624,1.285239455425843,0.6759014615328485,1.0357810442697415,1
